Vibration_01,Vibration_02,Vibration_03,Temperature_01,RPM_Sensor_01,Failure Type,Target,Failure Type Name
7.851327041,2.589142358,5.818520974,48.8555088,351.0903852,3,0,No Failure
2.473066868,4.105402254,5.258265474,45.02658394,447.8171197,3,0,No Failure
7.786793003,5.414729341,4.551774072,35.15751926,416.7342742,3,0,No Failure
2.297888484,7.858628056,7.184905331,33.72131635,400.3406321,3,0,No Failure
7.941621203,2.953866138,5.278238167,44.35411427,372.2864163,3,0,No Failure
4.131255038,4.881330196,7.710803089,41.17216532,434.1894392,3,0,No Failure
6.650993591,2.821593453,4.721481371,46.44424254,383.934282,3,0,No Failure
6.315286074,5.388816571,5.469321487,38.77547155,374.0643387,3,0,No Failure
3.537044076,3.226144297,2.901564729,30.15847458,387.7598246,3,0,No Failure
7.405692248,2.811460151,3.01550795,47.87566005,432.9845438,3,0,No Failure
5.684071655,7.864574626,7.061794441,31.0500664,383.6778241,3,0,No Failure
4.216851032,6.732850181,6.844924188,27.6257441,429.2810504,3,0,No Failure
3.527646526,6.199790224,2.66177761,30.2891677,367.1784598,3,0,No Failure
4.89198369,4.545261742,2.659318494,28.76545138,412.5271781,1,1,Trimmer Bearing Fault
5.906188682,4.709994268,5.041048311,45.16409823,403.7775497,3,0,No Failure
4.695455466,3.939884471,5.43681412,33.92924956,374.8520251,3,0,No Failure
5.510010322,6.111938803,4.069834817,48.33803084,435.3277944,3,0,No Failure
7.169659487,5.152399262,2,33.83723437,422.5616297,1,1,Trimmer Bearing Fault
2,6.635715145,6.017226955,32.57245699,350.1367868,2,1,Drill Issue
7.586043923,3.416596375,3.532192071,48.6272283,381.3811237,3,0,No Failure
3.50461043,3.797191301,6.19726776,48.65133101,350.6662281,2,1,Drill Issue
2.773607293,5.142583809,2.005930963,27.38483703,401.5587595,3,0,No Failure
4.443277786,2.513614766,5.913507924,49.23936169,357.2226483,3,0,No Failure
6.569197151,3.105483866,3.323208539,29.86518782,397.5597699,3,0,No Failure
6.266237325,6.429337711,4.829351032,39.09074241,403.7659988,3,0,No Failure
5.210166688,3.403551817,3.689194932,34.81707443,411.121595,3,0,No Failure
4.723474605,5.156034882,2.855818629,29.74833808,394.1336575,3,0,No Failure
5.779192746,2.527107128,2.065484067,34.60107509,421.3896342,3,0,No Failure
7.240324477,2.935959969,5.743443197,41.99989607,361.4686406,3,0,No Failure
3.371443303,5.016586916,7.923870089,47.62608379,337.6045693,2,1,Drill Issue
3.206477761,7.562704566,4.077178808,29.86654635,398.858201,3,0,No Failure
3.967865943,2.888797729,3.504366988,47.68921971,398.4302159,2,1,Drill Issue
5.578616363,5.359656128,3.36991421,48.12641533,355.1882248,3,0,No Failure
5.281999872,2.11451619,5.29265714,48.18801094,376.4274337,3,0,No Failure
4.437867102,3.119668216,7.965822509,42.52709334,410.4786483,3,0,No Failure
5.997025266,7.580358923,3.26665023,28.86686536,443.6762007,3,0,No Failure
7.600638173,4.485220761,5.140206767,38.85594793,396.7453254,3,0,No Failure
7.660590997,5.771190718,3.083416831,45.46872008,358.652236,3,0,No Failure
3.083366482,6.635172659,3.828869592,40.04045029,447.6642451,3,0,No Failure
6.300729738,6.14335048,5.758535773,41.25686039,367.3609358,3,0,No Failure
6.809506722,3.799621257,6.313207958,45.34651096,377.7156582,3,0,No Failure
7.813280965,4.85470627,3.750912527,49.02613445,383.1042721,3,0,No Failure
4.171648871,2.871635039,4.013513366,49.08902956,353.0020586,1,1,Trimmer Bearing Fault
6.423656348,4.472012616,2.540113216,29.53712106,449.0085978,3,0,No Failure
3.685450802,4.186398267,4.921980403,39.19412442,442.2447836,3,0,No Failure
6.407047268,6.069821177,7.712946513,47.17613652,406.3186848,3,0,No Failure
4.81712707,7.394834916,3.520537975,38.63223456,367.9009933,3,0,No Failure
6.800136757,5.204018902,4.031122156,49.35707994,381.4095431,1,1,Trimmer Bearing Fault
2.252310212,2,2,41.19222645,374.0937088,1,1,Trimmer Bearing Fault
6.244414409,3.280437588,5.904538035,48.11813382,393.6918278,3,0,No Failure
3.917712604,2.059390111,2.17232637,36.10978272,380.8967341,3,0,No Failure
6.808538926,3.452033429,7.940499536,38.88705562,396.3084181,3,0,No Failure
6.731197623,2.151161247,3.233553251,45.66374557,443.8881943,3,0,No Failure
2.373384666,2.068630766,5.719840775,34.85367663,399.0421454,3,0,No Failure
2.148005183,6.467900784,4.628527603,44.57469274,408.1447434,3,0,No Failure
7.046815513,7.466200737,4.440643135,46.4430515,393.6461749,3,0,No Failure
3.329302921,2.389717957,5.700926992,30.59478946,413.8439129,3,0,No Failure
5.53396917,2.296976989,6.88571483,41.36685365,351.9370352,3,0,No Failure
7.682075695,4.666151867,5.355909838,29.85648725,390.1622694,3,0,No Failure
6.246989823,2.464879619,2.420162375,40.05690932,372.9320441,3,0,No Failure
7.624147413,7.103331226,3.293080363,41.61567113,359.9493935,3,0,No Failure
6.945186761,2.40483339,6.659697152,28.89936157,438.8020022,3,0,No Failure
5.232035004,3.154246346,2.867708054,31.85288226,422.0433886,3,0,No Failure
3.521531274,2.595289601,6.702816249,43.70853127,385.8740701,3,0,No Failure
7.635219886,5.205852395,2.085907806,49.70470105,406.9399183,3,0,No Failure
4.582994395,2.613750137,3.924410133,42.38914741,438.7156834,1,1,Trimmer Bearing Fault
5.987262777,6.844772495,2.002999029,39.98629787,440.9656296,3,0,No Failure
5.437396942,6.227921653,4.460379563,48.88041296,438.1245635,3,0,No Failure
4.762107881,6.564072885,5.661819517,45.21754963,444.365142,3,0,No Failure
3.243523474,2,2.518221229,28.31673154,381.3966693,3,0,No Failure
5.294268038,5.940028492,3.849336629,47.50477382,363.5930233,3,0,No Failure
2.153966894,4.723200839,7.475871872,37.45879504,362.9079696,3,0,No Failure
7.761112257,3.239137716,4.187585432,46.03362946,443.7504824,3,0,No Failure
6.289614154,5.299468445,4.131632791,31.30507237,428.4583971,3,0,No Failure
2.175744984,5.985759705,7.066063928,45.4300963,398.7971951,3,0,No Failure
6.187557569,4.134951622,6.287941549,36.70989413,448.6182396,3,0,No Failure
5.165843474,6.30148479,3.356229058,30.35856097,417.3056049,3,0,No Failure
7.705364913,3.582545189,2.901859938,48.48029536,367.8983407,3,0,No Failure
7.650905796,2.843474491,4.779498179,34.93483677,372.2426891,3,0,No Failure
3.936631019,5.305749919,6.121084574,48.06918617,418.4479482,3,0,No Failure
6.574533837,4.226118776,6.864029567,48.17679275,375.8651422,3,0,No Failure
4.439175335,2.776996676,2.56566712,32.32478339,360.6177808,3,0,No Failure
5.513243873,7.98277579,3.761706716,37.97130713,432.5712882,3,0,No Failure
4.347061433,6.624312726,2.314877763,38.67771017,436.3188409,3,0,No Failure
6.476951686,3.706422285,2.572634796,41.21980664,385.1577103,3,0,No Failure
4.223428613,3.327718073,4.538432836,47.53018083,397.1461253,3,0,No Failure
5.412408832,7.786173653,6.504874587,45.79963877,413.133141,3,0,No Failure
3.515812518,2.044102264,5.906024667,47.03954733,407.2328176,3,0,No Failure
3.40372238,7.828844968,2.002952858,49.44912752,447.2204563,3,0,No Failure
5.282527937,3.35960979,2.723646988,38.56608612,400.8733813,3,0,No Failure
4.313196437,4.429886828,5.346277915,32.95140219,390.785395,3,0,No Failure
7.879179752,7.795599835,6.287857391,46.36918293,406.8215753,3,0,No Failure
2.238821342,4.333404267,7.268788599,35.20263728,410.0051839,3,0,No Failure
6.578208417,3.623470336,4.818288502,36.88711171,424.1846058,3,0,No Failure
5.856592305,3.790654023,5.262447272,47.83022452,363.2457055,3,0,No Failure
6.564484065,7.765240067,6.887080776,42.65698908,353.2045381,3,0,No Failure
7.944444894,2.792369631,5.778347658,35.27397258,389.6326509,3,0,No Failure
2.326524059,7.943782597,6.919279695,48.49804532,424.4144117,3,0,No Failure
2.008751763,5.737305817,5.715465646,36.8117623,406.9344432,3,0,No Failure
7.000512453,5.981298682,7.656983944,30.181822,424.8027731,3,0,No Failure
2.563559967,4.374395732,5.439558536,43.39224471,393.4283453,3,0,No Failure
3.947568356,7.012290969,3.849284115,48.14369911,443.9428084,3,0,No Failure
2,2.703746883,3.299665327,31.65188672,335.0944136,2,1,Drill Issue
2.980366385,7.88039913,2.3812085,35.06053476,415.3870996,3,0,No Failure
6.743047751,3.851876511,6.255183178,42.46391768,411.1652338,3,0,No Failure
3.120155323,3.658124248,4.552998216,46.66575568,361.3276722,1,1,Trimmer Bearing Fault
5.818275052,5.826365224,5.69098113,49.03517763,397.2600864,3,0,No Failure
5.899559992,2.311160305,2.054474011,31.71772202,361.2530778,3,0,No Failure
6.811220835,2.321378755,2.290386861,47.05881019,407.8335592,3,0,No Failure
4.590008517,3.084429413,7.110555164,38.8121007,407.3730373,3,0,No Failure
3.319744008,5.826155904,6.958875462,43.25713131,375.2344201,3,0,No Failure
3.947873286,5.483330334,2.95031481,48.51960654,438.0661364,3,0,No Failure
3.918193092,4.888336499,2.634966556,42.0403205,365.554003,3,0,No Failure
4.40765548,3.622135329,3.056015866,28.93747284,363.3196088,3,0,No Failure
5.141353184,2.241472652,2.902628789,36.05547771,378.8916692,3,0,No Failure
3.231991379,4.438028654,3.532484268,38.13762121,421.4463433,3,0,No Failure
4.516010293,3.486722104,4.851431506,37.43382974,407.5633212,3,0,No Failure
4.047089986,6.615233237,4.051968392,46.55476693,366.0508292,3,0,No Failure
3.395941078,6.964688723,7.572285176,47.38781822,362.3204173,3,0,No Failure
3.962766117,2.542253427,3.893022487,35.18614848,384.2225922,3,0,No Failure
7.626958043,3.614097192,7.936377331,46.25273072,394.4417382,3,0,No Failure
2.460340822,4.205754012,5.286289554,35.9816732,350.880166,3,0,No Failure
4.050760962,3.485619959,5.749559775,48.62506497,356.828715,3,0,No Failure
5.177708523,2.926683148,3.415502571,43.30508192,391.1099217,1,1,Trimmer Bearing Fault
4.175795556,7.258683224,7.364342878,37.85102963,404.6222504,3,0,No Failure
4.88253697,4.045707904,2.471849832,39.51718778,446.0000869,3,0,No Failure
3.182248158,2.175500007,3.838188634,37.45002625,379.2901906,3,0,No Failure
5.698097763,7.15094801,5.270930809,38.69099834,419.5106812,3,0,No Failure
4.202811221,7.664707642,2.825184134,49.66516417,439.1697187,3,0,No Failure
6.836888438,2.119266504,2.455627664,37.68429624,377.8714876,3,0,No Failure
2,3.389154531,5.313888223,43.62932023,347.1440017,2,1,Drill Issue
5.612742788,3.697887199,5.196911156,45.10922904,351.3680205,3,0,No Failure
5.091834977,3.302540878,7.878216353,43.88162076,449.0076453,3,0,No Failure
5.687514436,5.368611139,4.524243821,46.45857077,389.4866799,3,0,No Failure
6.187349171,6.079874501,3.629119001,29.8510648,352.2503192,3,0,No Failure
5.473678679,2.761941428,4.58926974,40.90706612,422.9416086,3,0,No Failure
4.255573626,3.706425262,3.347892616,34.67284126,420.8414254,3,0,No Failure
6.103965174,5.595849354,2.836590154,38.37730594,426.4134985,3,0,No Failure
7.606140255,6.773210315,5.56532014,42.25676584,412.1819092,3,0,No Failure
4.932972657,2.995460999,3.77758205,30.15494945,440.1884303,3,0,No Failure
5.712752947,4.398112598,4.656528862,27.94258761,404.2444681,3,0,No Failure
7.047725122,5.984048128,2.189317506,47.43838282,403.5488005,3,0,No Failure
3.659464268,4.40175559,6.414440679,49.15444835,416.1939824,3,0,No Failure
2.834390732,7.727664067,5.541070222,40.59052811,410.1196818,3,0,No Failure
4.536931604,3.574530032,5.026003427,46.05245526,416.6537217,1,1,Trimmer Bearing Fault
5.382088595,3.151693536,7.538215981,42.42221929,369.3751251,3,0,No Failure
7.162347115,3.44924863,5.378306027,30.86653835,386.7763752,3,0,No Failure
4.416982003,7.352706186,2.334236766,48.94588287,449.6096306,3,0,No Failure
2.086127711,7.388598459,5.537624542,47.94380297,405.9849777,3,0,No Failure
2.734702983,3.574424499,7.170009221,48.33673333,416.2098464,3,0,No Failure
4.571993587,5.989667269,7.00181846,30.84507461,406.8280553,3,0,No Failure
3.014456269,2,2,37.6340885,407.4172665,1,1,Trimmer Bearing Fault
3.200284664,6.795528683,6.870037623,31.07766165,350.6921823,3,0,No Failure
5.083207826,5.49086206,2.962816381,45.79156229,398.9482451,3,0,No Failure
2.138488681,5.301196462,5.358882233,38.74030731,355.3833891,3,0,No Failure
7.236644489,3.163537703,6.841879409,48.24747901,434.6174029,3,0,No Failure
4.584944008,3.96797801,7.599322222,48.41671909,439.743669,3,0,No Failure
2.74498872,6.003242763,5.052404188,43.79068873,422.9299954,3,0,No Failure
6.800756783,2.525955549,2.623798491,44.96735943,438.545444,3,0,No Failure
6.488656994,4.69570977,4.833533877,45.8859089,385.9331207,3,0,No Failure
7.864682221,5.785738337,5.554639484,45.38369911,375.341134,3,0,No Failure
4.368202336,7.691074008,2.851993631,41.94509315,357.6777612,3,0,No Failure
7.871947472,3.69721136,3.730071473,32.03414776,364.2627033,3,0,No Failure
4.488156732,3.744573338,7.281779964,49.52302599,406.0468318,3,0,No Failure
5.45281483,5.78334345,3.785349704,28.86456751,378.9957508,3,0,No Failure
5.107664179,3.423063115,2.61930899,29.90869123,364.8567135,3,0,No Failure
5.775581978,2.277149329,6.070951507,45.31562821,363.4386388,3,0,No Failure
5.372954824,7.699246246,4.947385352,48.46728708,352.4875954,3,0,No Failure
4.247068846,2.636754056,2.423962689,36.6400901,435.1912841,3,0,No Failure
3.042898654,3.74301582,2.016532086,30.93797877,435.8684571,3,0,No Failure
3.211164787,2,5.965533863,29.24055103,421.2494428,1,1,Trimmer Bearing Fault
2.163378387,4.907387624,5.849902927,31.74028075,368.6721914,3,0,No Failure
4.580824626,5.721923996,5.672041278,32.23432786,422.408045,3,0,No Failure
4.501588931,3.129566802,2.302761187,30.39099889,436.5434551,3,0,No Failure
4.589119488,3.977275502,6.68493754,44.57363724,426.0118666,3,0,No Failure
6.943047008,4.134990165,2.383007074,31.04592005,350.7877697,3,0,No Failure
2.85769455,5.470600735,2.211033752,31.82905254,399.9621588,3,0,No Failure
3.01247009,4.783893987,7.979119167,30.40172717,385.7565784,3,0,No Failure
3.615560046,6.291258511,7.166952234,39.33372403,374.5345001,3,0,No Failure
7.148116269,5.714722597,4.640713804,29.30378761,374.8505471,3,0,No Failure
3.561133155,7.332341293,6.5940642,48.214238,432.252241,3,0,No Failure
3.562676533,2.475717228,4.319076624,30.17833954,383.9861181,3,0,No Failure
4.745096193,3.597167067,6.843289411,46.48941581,401.610727,3,0,No Failure
4.470062422,5.097842976,4.417521019,29.29861053,315.6365486,2,1,Drill Issue
6.934615847,3.006689332,2.828076167,41.74532915,350.5307919,3,0,No Failure
5.420013762,4.240861197,5.365120874,47.9829628,395.3065748,3,0,No Failure
3.832569847,4.703879806,3.393119112,34.96931603,404.8075204,3,0,No Failure
2.247209899,7.226673164,6.945977899,30.40070715,394.0397201,3,0,No Failure
2.87773023,7.254555173,3.819421207,28.16001763,397.0932017,3,0,No Failure
4.871828326,3.325506116,7.195462449,27.21997374,375.4699671,3,0,No Failure
6.834138479,4.328550715,7.254909041,42.65132473,405.8407011,3,0,No Failure
6.975314862,5.872965534,6.182055686,47.62117225,357.3458623,3,0,No Failure
2.43911921,2.410759427,4.336695726,36.14727284,366.3786235,3,0,No Failure
2.049265219,7.225503733,7.768030728,41.7892065,421.4238201,3,0,No Failure
7.09639,6.980560795,5.163589405,31.00177945,445.2219332,3,0,No Failure
6.02616882,7.034441766,6.602052264,42.23503887,375.5845504,3,0,No Failure
6.074348606,3.706945005,5.803456791,29.66216735,351.5375691,1,1,Trimmer Bearing Fault
2.387285567,5.865818,5.584562145,45.14426066,435.9828198,3,0,No Failure
5.619061777,7.163263653,3.228382527,46.22302084,433.751061,3,0,No Failure
5.415287871,4.541785264,7.691060836,41.17465508,431.1494534,3,0,No Failure
2.370686942,4.693528956,6.520036745,43.79845723,447.6514927,3,0,No Failure
4.767965494,5.94150927,4.42133626,37.26710311,355.7515244,3,0,No Failure
7.889602262,7.560832109,2.107372602,39.02496497,367.6386371,3,0,No Failure
2.859912929,4.039199359,2.016896154,37.07621915,444.3263376,3,0,No Failure
6.10107306,2.674380925,2.267494233,28.0742011,366.0435291,3,0,No Failure
4.69997062,4.848197787,5.329984808,42.17211145,449.6953588,3,0,No Failure
5.528897609,6.632907612,4.344591505,41.21236994,407.9683586,3,0,No Failure
2.417182592,5.118767066,7.307488301,42.30050284,415.0202689,3,0,No Failure
6.869259566,4.244058615,2,46.06952641,376.9268952,1,1,Trimmer Bearing Fault
5.478615811,2.314669331,5.710976871,40.39039247,392.5400744,3,0,No Failure
5.072644683,2.113063739,6.610005478,39.02518857,388.3817374,3,0,No Failure
4.132010865,5.364044947,7.843371054,29.94929543,350.5024267,2,1,Drill Issue
7.624006119,4.309009508,2.380729805,29.29841771,420.3544405,3,0,No Failure
4.816937013,5.900134729,7.179234676,31.65629917,395.7298094,3,0,No Failure
5.899867856,7.599602126,7.006207904,46.9086414,400.0067489,3,0,No Failure
3.239459993,6.884188851,5.071992627,46.74208672,369.9424836,3,0,No Failure
7.536959885,2,3.014238805,48.65875096,449.5767834,1,1,Trimmer Bearing Fault
7.892883664,3.088660878,6.123958281,28.99800448,366.7101871,3,0,No Failure
4.599179152,2.239341581,2.87068463,32.16575494,372.1369515,3,0,No Failure
2.231104379,7.29575081,7.692975784,46.05435619,448.1502513,3,0,No Failure
3.897785301,6.637759786,7.835417463,42.68402852,411.6606093,3,0,No Failure
4.124534335,5.090695653,3.821944188,33.88162822,355.0279013,3,0,No Failure
6.968664533,3.426775701,3.890948309,48.93479935,431.6202658,3,0,No Failure
7.983998935,6.517267665,4.883385448,48.79414933,404.3744513,3,0,No Failure
5.320640838,5.324067038,3.470992505,43.50624984,430.2244424,3,0,No Failure
3.660116133,3.265361713,6.744879967,34.89929547,373.7977005,3,0,No Failure
4.725955677,6.103704522,7.989220198,27.69389746,388.8367084,3,0,No Failure
4.041927825,3.404201134,7.684600927,28.49082379,369.5785263,3,0,No Failure
4.936621916,7.613353217,7.906659832,29.8764619,374.1753533,3,0,No Failure
6.50888827,7.912312825,4.708721439,28.01423736,373.1404495,3,0,No Failure
3.808413302,3.065264059,4.890078639,32.39293828,430.5556815,3,0,No Failure
4.791650531,6.2746402,4.454597834,38.10595384,448.8274491,3,0,No Failure
6.018055093,3.429806409,7.980431054,37.98690395,439.4990553,3,0,No Failure
2.760273844,3.225438804,6.970502039,38.93895044,380.1872227,3,0,No Failure
5.314685269,2,2,47.26053327,352.3984295,1,1,Trimmer Bearing Fault
3.515614703,2,4.3220424,28.86954527,371.2107682,1,1,Trimmer Bearing Fault
2.886694927,4.882217644,7.743315472,45.22316774,354.3218033,3,0,No Failure
2.774574616,5.011442299,2.171045592,49.48685423,408.784749,1,1,Trimmer Bearing Fault
7.604157577,6.916448286,6.081143136,32.08284054,414.9748768,3,0,No Failure
2.311039739,3.020885287,5.111075757,31.96888403,370.8700302,1,1,Trimmer Bearing Fault
5.177546238,2.195662794,6.104847876,42.35903529,438.027246,3,0,No Failure
3.389192009,6.270277774,3.639692653,29.92711843,412.1892604,3,0,No Failure
4.771638907,7.776715564,5.009325836,33.26892663,353.7151535,2,1,Drill Issue
6.825424186,6.155811135,3.292861128,27.7542494,380.3044317,3,0,No Failure
7.197677385,4.886845115,7.870784779,42.16465734,406.5276411,3,0,No Failure
3.427912996,2.36004904,4.128778107,36.95061117,407.1882776,3,0,No Failure
6.544909126,2.499688129,7.594773207,36.38570798,374.0373001,3,0,No Failure
5.703352656,2.86169552,2.95111406,30.68822204,430.558704,3,0,No Failure
7.929979545,7.455220853,4.773891237,39.63336288,431.6969783,3,0,No Failure
5.466098646,4.411752901,6.271010227,40.52584035,434.4894246,3,0,No Failure
5.943097896,2.537234186,5.491504359,28.39955948,416.3254181,3,0,No Failure
2.192302133,6.963372563,2.436062761,38.99931495,428.0636341,3,0,No Failure
6.988952074,2,3.947738313,30.62051664,401.5870152,1,1,Trimmer Bearing Fault
7.816343047,6.178921237,2.193742034,34.84232058,382.7088254,3,0,No Failure
3.138615612,2.853552773,3.391032066,28.13363881,339.6929963,2,1,Drill Issue
6.525513797,5.154687174,2.270218696,40.34628413,398.3950242,3,0,No Failure
6.061508163,5.443535492,3.909874766,38.04677265,432.9338323,3,0,No Failure
5.837762984,2.105265013,2.293490722,39.78475564,404.7729774,3,0,No Failure
5.869644801,3.333695995,7.465236853,36.65782945,440.240746,3,0,No Failure
6.319944074,7.749346017,3.247350726,46.63360675,319.2558509,2,1,Drill Issue
2.374714791,3.145872348,6.472977022,38.3050825,425.5172293,3,0,No Failure
6.91673959,7.336185775,5.084734914,40.82566718,375.3512443,3,0,No Failure
5.910692987,6.600763891,7.739262271,39.86357914,424.8528565,3,0,No Failure
7.198060925,3.879048271,7.608108046,27.27082408,432.8716746,3,0,No Failure
2.218605723,6.678370945,3.318308626,38.80396268,439.0035071,3,0,No Failure
5.511801005,5.079772262,3.672921114,42.18058087,387.4816116,3,0,No Failure
5.245031927,2.117000414,3.887329653,37.84635813,429.5778972,3,0,No Failure
5.719894587,3.264942513,5.241177954,35.14242634,366.0385057,3,0,No Failure
3.413838959,7.78032742,5.801569551,31.04607265,367.8406989,3,0,No Failure
2.632763968,3.147038581,7.273859109,39.77886486,439.268523,3,0,No Failure
2.471717076,3.677390536,4.143705935,35.72091835,382.960593,3,0,No Failure
6.183494317,3.040089455,3.433875865,46.93690583,413.4817697,3,0,No Failure
4.074766222,3.327671646,7.31339324,47.89604607,435.4354138,3,0,No Failure
3.679291098,4.118877053,7.724951335,35.82630046,403.4117517,3,0,No Failure
4.540818763,6.687826759,4.431505883,45.15968706,446.0857352,3,0,No Failure
4.217783652,2.922029588,7.685557383,40.4631452,357.8631031,3,0,No Failure
5.393077474,4.840827685,5.851542948,42.48811166,449.6192867,3,0,No Failure
7.008019943,6.389389405,7.730422951,44.98723717,400.4797105,3,0,No Failure
3.036258413,3.502628422,5.33341111,40.90777539,356.8679506,3,0,No Failure
4.890199775,7.046323583,4.042447129,32.13287843,422.9710443,3,0,No Failure
6.52170273,4.194727769,5.1140051,45.69683356,394.548501,3,0,No Failure
2.10254871,4.331031016,5.113142445,43.64203915,377.7829035,2,1,Drill Issue
6.96540757,7.360608077,5.125856563,30.26409119,393.6120506,3,0,No Failure
3.582432967,6.454123524,7.142180491,47.90879195,442.0392543,3,0,No Failure
3.370166766,2.747906208,6.080737527,37.1114149,377.6324226,3,0,No Failure
3.720718724,7.2446383,3.923400006,37.03471359,419.2624612,3,0,No Failure
4.000135214,4.330224753,4.23699238,28.71788815,444.6577861,3,0,No Failure
5.031492265,2.971870969,6.406639671,32.3997998,370.8650701,3,0,No Failure
3.46316442,3.150450277,7.963132381,37.02112093,448.4624018,3,0,No Failure
7.29370116,7.508710276,2.879001246,37.75582635,420.8351298,3,0,No Failure
2.391107645,6.248689127,3.30722396,46.50971442,369.8264022,3,0,No Failure
6.147650943,4.575762651,2.082726871,46.89739419,399.7776554,3,0,No Failure
3.245702295,7.003263281,6.700998899,39.50921902,373.6167118,3,0,No Failure
5.666753744,3.6873879,4.909924133,42.9311098,366.9802128,3,0,No Failure
2.511356023,3.895270169,5.006250068,33.1955988,422.9471058,3,0,No Failure
5.874527139,6.499729875,7.717750258,39.27305627,386.1500457,3,0,No Failure
7.21612112,5.790089071,5.41975691,39.92386861,370.262112,3,0,No Failure
5.695415667,2.916811879,2.395079272,47.92386847,351.0834404,3,0,No Failure
2.578903395,7.419272774,6.731445143,40.2778253,363.0462887,3,0,No Failure
2.860609028,2.587988376,6.484223602,29.68817317,376.3214961,3,0,No Failure
7.230481152,3.39732944,2.605762734,47.51244151,422.6487794,3,0,No Failure
6.274597101,7.272681833,5.610508732,30.44512038,355.2959887,3,0,No Failure
4.429148001,2.910342259,2.576950116,41.76175329,351.2402563,3,0,No Failure
3.906303585,7.131038726,6.905707686,37.82945167,413.1828091,3,0,No Failure
7.432682809,6.35318187,7.418334763,44.31607135,406.8601089,3,0,No Failure
2.433257059,3.555329773,6.317168637,34.4185332,370.9963561,3,0,No Failure
3.756138108,4.65797634,3.291611108,39.16799824,343.0459751,2,1,Drill Issue
3.177968789,7.564352059,7.575926204,40.65067548,418.5275575,3,0,No Failure
3.49899775,7.556445037,5.635205254,33.28325588,357.874946,3,0,No Failure
2.356921462,2.523836386,7.773953994,35.1412359,439.6540802,3,0,No Failure
6.024847469,6.822113492,7.9021713,45.56723921,352.6441451,3,0,No Failure
2.790772387,2.139624403,6.308706205,29.59116555,413.4935526,3,0,No Failure
6.889200002,3.005316674,5.060141295,42.35731238,432.0858798,3,0,No Failure
2.569310955,4.515791253,2.954306772,45.04357951,440.3250993,3,0,No Failure
3.72130979,6.023700624,4.151390939,43.2286434,363.0655361,3,0,No Failure
7.125201019,7.960557712,5.37605758,40.84761096,402.4265661,3,0,No Failure
5.913605369,2.532501391,2.629375932,40.06933522,416.9800236,3,0,No Failure
5.114327826,7.617392607,7.489811636,42.53325538,360.9483865,3,0,No Failure
5.783950209,4.764695796,2.74788735,37.01796117,366.324546,1,1,Trimmer Bearing Fault
4.948136367,5.852660436,7.030660797,42.79296464,360.578285,3,0,No Failure
2.92004699,4.417153683,3.748817084,34.87610269,449.4581556,3,0,No Failure
2.306052957,5.724654596,2.078517055,36.51760255,377.8542405,3,0,No Failure
7.485760977,3.111761274,4.330106735,39.21029694,372.3971541,3,0,No Failure
4.359454271,3.735256141,6.349875366,29.39365187,426.5608234,3,0,No Failure
2.065986719,7.875131227,2.547171847,43.5979762,426.9032381,3,0,No Failure
6.727354694,2.068724899,5.969297092,27.37987586,389.4578127,3,0,No Failure
6.992865732,3.904201356,3.455518842,42.43099908,414.7938277,3,0,No Failure
2.724386031,2.793287761,7.591788898,38.04993189,417.4087881,3,0,No Failure
4.025386208,7.842300612,6.654247362,36.7124683,350.6021658,3,0,No Failure
5.562977617,3.767268501,5.21836553,44.53854433,426.417422,1,1,Trimmer Bearing Fault
6.374700159,6.397385207,5.975353397,46.02666048,421.6210092,3,0,No Failure
6.97375451,2.261100019,5.671172216,30.95563479,409.641921,3,0,No Failure
7.272910219,7.062680978,7.07024997,49.96686206,402.8664892,3,0,No Failure
4.285088562,6.120434892,2.942481492,47.59993174,388.3022719,3,0,No Failure
3.905225325,5.796409381,5.333294728,32.17043921,419.7227063,3,0,No Failure
2.815994916,3.012978002,5.346087224,38.87777817,375.8053357,3,0,No Failure
3.345317229,4.32891823,4.957701118,42.20408929,367.4002056,3,0,No Failure
4.511556715,5.802570255,3.08405843,44.74281191,377.2137959,3,0,No Failure
7.029974473,3.898246243,5.939230635,33.25627267,367.9286994,3,0,No Failure
2,3.365687281,7.181619738,34.18225832,398.4302159,2,1,Drill Issue
6.128105837,2.986787324,2,33.39264649,428.8149764,1,1,Trimmer Bearing Fault
7.669113759,2,3.574077806,39.12473056,362.9204241,1,1,Trimmer Bearing Fault
4.328294215,5.116782879,5.018042924,43.35320083,424.3409162,3,0,No Failure
6.669387073,5.987292994,3.69567408,36.10263729,363.3380827,1,1,Trimmer Bearing Fault
6.637119772,6.356868986,4.524438982,49.84963408,423.7038084,3,0,No Failure
3.97641995,7.412135572,4.625122299,35.83786695,397.1509425,3,0,No Failure
4.840004533,2.958802365,2,41.14158022,393.7707625,1,1,Trimmer Bearing Fault
2.572282197,3.330218941,5.505323498,34.09148584,362.6998753,3,0,No Failure
7.178098662,4.957138458,6.67091554,40.85927787,406.8001343,3,0,No Failure
2.786697277,3.945658894,6.879580813,39.73096968,375.6105728,3,0,No Failure
5.753993358,3.101440185,6.286270607,29.33715225,407.6092927,3,0,No Failure
6.69320654,7.689417908,7.84943788,31.40550995,405.4657768,3,0,No Failure
5.768601093,7.678668009,5.175385343,27.35464126,358.1551088,3,0,No Failure
2.435893036,3.057925305,6.18730296,42.94538856,362.5935051,3,0,No Failure
